"","expedition_id","peak_id","peak_name","year","season","basecamp_date","highpoint_date","termination_date","termination_reason","highpoint_metres","members","member_deaths","hired_staff","hired_staff_deaths","oxygen_used","trekking_agency"
"7331","EVER10122","EVER","Everest",2010,"Spring",2010-04-04,2010-05-17,2010-05-20,"Success (main peak)",8850,1,0,0,0,TRUE,"Nima Gombu Sherpa (Trekking Camp Nepal permit)"
"7332","EVER10103","EVER","Everest",2010,"Spring",NA,2010-05-17,NA,"Success (main peak)",8850,13,0,33,0,TRUE,"Holy Mountain Adventure"
"7333","EVER10120","EVER","Everest",2010,"Spring",2010-04-11,2010-04-25,2010-05-23,"Bad weather (storms, high winds)",7000,1,0,2,0,TRUE,"Asian Trekking"
"7334","EVER10121","EVER","Everest",2010,"Spring",2010-04-12,2010-05-18,2010-05-22,"Success (main peak)",8850,2,0,4,0,TRUE,"CTMA"
"7335","EVER10119","EVER","Everest",2010,"Spring",NA,2010-05-23,NA,"Success (main peak)",8850,4,0,4,0,TRUE,"Himalayan Guides"
"7336","EVER10117","EVER","Everest",2010,"Spring",2010-04-14,2010-05-23,2010-05-28,"Success (main peak)",8850,4,0,3,0,TRUE,"Himalayan Ecstasy Treks"
"7337","EVER10116","EVER","Everest",2010,"Spring",2010-04-24,2010-05-22,2010-06-01,"Success (main peak)",8850,25,0,0,0,TRUE,"Mountain Consult"
"7338","EVER10101","EVER","Everest",2010,"Spring",2010-04-11,2010-05-17,2010-05-26,"Success (main peak)",8850,11,0,10,0,TRUE,"Asian Trekking"
"7339","EVER10102","EVER","Everest",2010,"Spring",2010-04-07,2010-05-23,2010-05-27,"Success (main peak)",8850,13,1,9,0,TRUE,"Asian Trekking"
"7340","BARU11104","BARU","Baruntse",2011,"Spring",NA,NA,NA,"Success (main peak)",7152,2,0,0,0,FALSE,"Nepal Guides Treks & Expeditions (Monterosa prmt)"
"7341","EVER11168","EVER","Everest",2011,"Spring",2011-04-15,2011-04-27,2011-05-12,"Illness, AMS, exhaustion, or frostbite",7000,2,0,3,0,FALSE,"Thamserku Trekking"
"7342","EVER11170","EVER","Everest",2011,"Spring",2011-04-19,2011-05-19,2011-05-22,"Success (main peak)",8850,1,0,1,0,TRUE,"Adventure Extreme"
"7343","CHOY10346","CHOY","Cho Oyu",2010,"Autumn",2010-09-10,2010-09-23,2010-10-03,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7100,1,0,1,0,FALSE,"Prestige Adventure"
"7344","AMAD11104","AMAD","Ama Dablam",2011,"Spring",NA,NA,NA,"Unknown",NA,1,0,0,0,FALSE,"Holiday Mountain Treks"
"7345","AMAD11105","AMAD","Ama Dablam",2011,"Spring",2011-04-23,2011-04-25,2011-04-29,"Bad weather (storms, high winds)",5700,3,0,0,0,FALSE,"Prestige Adventure"
"7346","AMAD11106","AMAD","Ama Dablam",2011,"Spring",2011-04-02,2011-04-24,2011-04-29,"Bad weather (storms, high winds)",5700,7,0,1,0,FALSE,"Makalu Adventure"
"7347","ANN411101","ANN4","Annapurna IV",2011,"Spring",2011-05-12,2011-05-31,2011-06-04,"Success (main peak)",7525,4,0,4,0,TRUE,"3 Sisters Adventure"
"7348","BARU11105","BARU","Baruntse",2011,"Spring",NA,NA,NA,"Unknown",NA,1,0,0,0,FALSE,"Monterosa Treks"
"7349","EVER11171","EVER","Everest",2011,"Spring",2011-04-08,2011-05-20,2011-05-24,"Success (main peak)",8850,6,0,5,0,TRUE,"Himalayan Ascent"
"7350","EVER11172","EVER","Everest",2011,"Spring",2011-04-19,2011-05-18,2011-05-21,"Success (main peak)",8850,15,0,15,0,TRUE,"Mountaineering Training Academy Development Cmtee"
"7351","EVER11169","EVER","Everest",2011,"Spring",2011-04-14,2011-04-29,NA,"Bad weather (storms, high winds)",7700,1,0,0,0,FALSE,"Monterosa Treks"
"7352","JOBO11301","JOBO","Jobo Rinjang",2011,"Autumn",2011-10-11,2011-10-15,2011-10-19,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5400,3,0,0,0,FALSE,"Lasho Adventure"
"7353","EVER11173","EVER","Everest",2011,"Spring",NA,NA,NA,"Unknown",NA,1,0,0,0,FALSE,"Arun Treks"
"7354","EVER11174","EVER","Everest",2011,"Spring",NA,2011-04-14,NA,"Illness, AMS, exhaustion, or frostbite",5640,1,0,0,0,FALSE,"Arun Treks"
"7355","SAIP11301","SAIP","Saipal",2011,"Autumn",2011-10-11,2011-10-21,2011-10-24,"Bad weather (storms, high winds)",6300,2,0,1,0,FALSE,"Active Holiday Nepal Treks"
"7356","PUTH10305","PUTH","Putha Hiunchuli",2010,"Autumn",2010-10-04,2010-10-14,2010-10-17,"Success (main peak)",7246,13,0,2,0,FALSE,"Thamserku Trekking"
"7357","BARU10312","BARU","Baruntse",2010,"Autumn",2010-10-08,2010-10-14,2010-10-23,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6550,11,0,3,0,FALSE,"Thamserku Trekking"
"7358","AMAD11301","AMAD","Ama Dablam",2011,"Autumn",2011-10-16,2011-10-25,2011-10-27,"Success (main peak)",6814,3,0,0,0,FALSE,"Monterosa Treks"
"7359","AMAD11302","AMAD","Ama Dablam",2011,"Autumn",2011-10-11,2011-10-20,2011-10-22,"Success (main peak)",6814,3,0,0,0,FALSE,"Himalayan Ascent"
"7360","AMAD11303","AMAD","Ama Dablam",2011,"Autumn",2011-11-09,2011-11-23,2011-11-25,"Success (main peak)",6814,3,0,2,0,FALSE,"Everest Parivar"
"7361","AMAD11304","AMAD","Ama Dablam",2011,"Autumn",2011-10-17,2011-10-25,2011-10-27,"Success (main peak)",6814,4,0,1,0,FALSE,"Sherpa Shangri-La Trekking"
"7362","AMAD11305","AMAD","Ama Dablam",2011,"Autumn",2011-10-17,2011-10-28,2011-10-30,"Success (main peak)",6814,2,0,0,0,FALSE,"Monterosa Treks"
"7363","AMAD11306","AMAD","Ama Dablam",2011,"Autumn",2011-10-16,2011-10-29,2011-11-01,"Success (main peak)",6814,10,0,5,0,FALSE,"Everest Parivar"
"7364","AMAD11307","AMAD","Ama Dablam",2011,"Autumn",2011-10-27,2011-11-01,2011-11-08,"Success (main peak)",6814,1,0,1,0,FALSE,"Prestige Adventure"
"7365","AMAD11308","AMAD","Ama Dablam",2011,"Autumn",2011-10-21,2011-10-25,2011-10-28,"Success (main peak)",6814,1,0,1,0,FALSE,"Prestige Adventure"
"7366","AMAD11309","AMAD","Ama Dablam",2011,"Autumn",2011-10-17,2011-10-23,2011-10-30,"Other",6000,3,0,0,0,FALSE,"Monterosa Treks"
"7367","AMAD11310","AMAD","Ama Dablam",2011,"Autumn",2011-10-20,2011-11-01,2011-11-07,"Success (main peak)",6814,7,0,3,0,FALSE,"Korean Treks & Expeditions"
"7368","AMAD11311","AMAD","Ama Dablam",2011,"Autumn",2011-11-18,2011-11-24,2011-11-27,"Success (main peak)",6814,5,0,1,0,FALSE,"Su-Swagatam Treks"
"7369","AMAD11312","AMAD","Ama Dablam",2011,"Autumn",2011-11-17,2011-11-20,2011-11-21,"Success (main peak)",6814,2,0,1,0,FALSE,"Himalayan Guides permit"
"7370","AMAD11313","AMAD","Ama Dablam",2011,"Autumn",2011-11-18,2011-11-24,2011-11-28,"Success (main peak)",6814,2,0,1,0,FALSE,"Himalayan Guides"
"7371","AMAD11314","AMAD","Ama Dablam",2011,"Autumn",2011-11-17,2011-11-20,NA,"Success (main peak)",6814,1,0,1,0,FALSE,"Himalayan Guides"
"7372","AMAD11315","AMAD","Ama Dablam",2011,"Autumn",2011-11-14,2011-11-18,2011-11-20,"Success (main peak)",6814,1,0,0,0,FALSE,"Asian Trekking"
"7373","AMAD11316","AMAD","Ama Dablam",2011,"Autumn",2011-11-07,2011-11-16,2011-11-18,"Success (main peak)",6814,2,0,0,0,FALSE,"Monterosa Treks"
"7374","AMAD11317","AMAD","Ama Dablam",2011,"Autumn",2011-10-15,2011-10-25,2011-10-27,"Success (main peak)",6814,1,0,1,0,FALSE,"Monterosa Treks"
"7375","BARU11301","BARU","Baruntse",2011,"Autumn",2011-10-30,2011-11-05,2011-11-08,"Success (main peak)",7152,2,0,1,0,FALSE,"Monviso Treks"
"7376","BARU11302","BARU","Baruntse",2011,"Autumn",2011-10-30,2011-11-04,2011-11-08,"Illness, AMS, exhaustion, or frostbite",6450,1,0,1,0,FALSE,"Monviso Treks"
"7377","BARU11303","BARU","Baruntse",2011,"Autumn",2011-10-31,2011-11-04,2011-11-11,"Success (main peak)",7152,12,0,3,0,FALSE,"Himalayan Guides"
"7378","BARU11304","BARU","Baruntse",2011,"Autumn",2011-10-28,2011-11-01,2011-11-03,"Success (main peak)",7152,17,0,7,0,FALSE,"Everest Parivar"
"7379","BARU11305","BARU","Baruntse",2011,"Autumn",2011-11-17,2011-11-21,2011-11-23,"Success (main peak)",7152,14,0,5,0,FALSE,"Himalayan Ecstasy Treks"
"7380","CHAN11101","CHAN","Changla",2011,"Spring",2011-05-08,2011-05-15,2011-05-17,"Did not attempt climb",5900,3,0,0,0,FALSE,"Royal Mountain Travel"
"7381","CHOY11116","CHOY","Cho Oyu",2011,"Spring",2011-04-18,2011-05-05,2011-05-09,"Success (claimed)",8000,2,0,0,0,FALSE,"Asian Trekking"
"7382","CHOY11117","CHOY","Cho Oyu",2011,"Spring",NA,NA,NA,"Did not reach base camp",NA,1,0,0,0,FALSE,"Thamserku Trekking"
"7383","CHOY11302","CHOY","Cho Oyu",2011,"Autumn",2011-09-07,2011-10-03,2011-10-06,"Success (main peak)",8188,9,0,4,0,TRUE,"Everest Parivar"
"7384","CHOY11303","CHOY","Cho Oyu",2011,"Autumn",2011-09-16,2011-10-07,2011-10-11,"Success (main peak)",8188,4,0,0,0,FALSE,"Sherpa Adventure Travel"
"7385","CHOY11304","CHOY","Cho Oyu",2011,"Autumn",2011-09-16,2011-10-04,2011-10-06,"Success (main peak)",8188,1,0,2,0,TRUE,"Adventure 6000"
"7386","CHOY11305","CHOY","Cho Oyu",2011,"Autumn",2011-09-09,2011-09-26,2011-09-30,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7600,2,0,0,0,FALSE,"Monterosa Treks"
"7387","CHWT11301","CHWT","Changwathang",2011,"Autumn",2011-09-25,2011-09-26,2011-09-28,"Success (main peak)",6130,9,0,0,0,FALSE,"Yeti Adventure"
"7388","DANS11201","DANS","Danphe Shail",2011,"Summer",2011-05-16,2011-06-05,2011-06-06,"Illness, AMS, exhaustion, or frostbite",4200,2,0,1,0,FALSE,"Cosmo Treks"
"7389","DHA111106","DHA1","Dhaulagiri I",2011,"Spring",2011-04-14,2011-05-15,2011-05-17,"Success (main peak)",8167,2,0,0,0,FALSE,"Prestige Adventure"
"7390","DHA111301","DHA1","Dhaulagiri I",2011,"Autumn",2011-09-14,2011-09-22,2011-09-25,"Illness, AMS, exhaustion, or frostbite",6800,1,0,0,0,FALSE,"Cosmo Treks"
"7391","DHA111302","DHA1","Dhaulagiri I",2011,"Autumn",2011-09-16,2011-09-21,2011-10-05,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6700,2,0,1,0,FALSE,"Ramdung Expedition"
"7392","DING11301","DING","Dingjung North",2011,"Autumn",NA,NA,NA,"Unknown",NA,1,0,0,0,FALSE,"Himalayan Mountain Guides"
"7393","EVER11176","EVER","Everest",2011,"Spring",2011-04-12,2011-05-21,2011-05-25,"Success (main peak)",8850,2,0,2,0,TRUE,"Loben Expeditions"
"7394","EVER11177","EVER","Everest",2011,"Spring",2011-04-13,2011-05-18,NA,"Success (main peak)",8850,1,0,1,0,TRUE,"Monterosa Treks"
"7395","EVER11178","EVER","Everest",2011,"Spring",2011-04-24,2011-05-21,2011-05-29,"Success (main peak)",8850,20,0,12,0,TRUE,"Rimo Expeditions"
"7396","EVER11179","EVER","Everest",2011,"Spring",2011-04-17,2011-05-21,2011-05-22,"Success (main peak)",8850,7,0,5,0,TRUE,"Expes.com Treks"
"7397","EVER11180","EVER","Everest",2011,"Spring",2011-04-14,2011-05-20,2011-05-24,"Bad weather (storms, high winds)",8600,2,0,3,0,TRUE,"World Records Expeditions"
"7398","EVER11181","EVER","Everest",2011,"Spring",2011-05-02,2011-05-24,2011-05-29,"Illness, AMS, exhaustion, or frostbite",8400,1,0,2,0,TRUE,"Churen Himal Treks"
"7399","EVER11182","EVER","Everest",2011,"Spring",2011-04-20,2011-04-30,2011-05-26,"Illness, AMS, exhaustion, or frostbite",7050,1,0,1,0,FALSE,"Adventure Extreme"
"7400","EVER11183","EVER","Everest",2011,"Spring",2011-04-13,2011-05-27,2011-05-28,"Bad weather (storms, high winds)",8500,15,0,9,0,TRUE,"Himalayan Treasure"
"7401","EVER11184","EVER","Everest",2011,"Spring",2011-04-09,2011-05-13,2011-05-24,"Success (main peak)",8850,1,0,1,0,TRUE,"Prestige Adventure"
"7402","EVER11189","EVER","Everest",2011,"Spring",2011-04-22,2011-05-21,2011-05-24,"Success (main peak)",8850,2,0,4,0,TRUE,"World Summit Explorer"
"7403","EVER11190","EVER","Everest",2011,"Spring",2011-04-21,2011-04-30,2011-05-20,"Illness, AMS, exhaustion, or frostbite",7300,3,0,4,0,FALSE,"Adventure Extreme"
"7404","EVER11191","EVER","Everest",2011,"Spring",2011-04-14,2011-05-21,2011-05-25,"Success (main peak)",8850,14,0,12,0,TRUE,"South Asian Treks"
"7405","EVER11185","EVER","Everest",2011,"Spring",2011-04-15,2011-05-21,2011-05-25,"Success (main peak)",8850,4,0,5,0,TRUE,"K2 Summit Treks"
"7406","EVER11187","EVER","Everest",2011,"Spring",2011-05-03,2011-05-19,2011-05-24,"Success (main peak)",8850,5,0,0,0,TRUE,"Mountain Consult"
"7407","EVER11188","EVER","Everest",2011,"Spring",2011-04-28,2011-05-09,NA,"Accident (death or serious injury)",6100,1,1,5,0,FALSE,"Himalayan Heritage Treks"
"7408","HIML11101","HIML","Himlung Himal",2011,"Spring",2011-05-15,2011-05-21,2011-05-24,"Success (main peak)",7126,3,0,4,0,FALSE,"Active Holiday Nepal Treks"
"7409","JANU11101","JANU","Jannu",2011,"Spring",2011-04-02,2011-05-03,2011-05-07,"Other",6100,5,0,0,0,FALSE,"Windhorse Trekking"
"7410","KHAM11101","KHAM","Khamjung",2011,"Spring",2011-04-27,2011-05-02,NA,"Bad weather (storms, high winds)",6195,4,0,2,0,FALSE,"Khumbu Shangri-La Nepal"
"7411","LANR11301","LANR","Langtang Ri",2011,"Autumn",2011-10-13,2011-10-26,2011-10-30,"Route technically too difficult, lack of experience, strength, or motivation",6850,4,0,1,0,FALSE,"Expes.com Treks"
"7412","LHOT11114","LHOT","Lhotse",2011,"Spring",2011-04-14,2011-05-19,2011-05-21,"Success (main peak)",8516,2,0,1,0,TRUE,"Prestige Adventure"
"7413","MAKA11301","MAKA","Makalu",2011,"Autumn",2011-09-01,2011-09-30,2011-10-05,"Success (main peak)",8485,8,0,0,0,FALSE,"Seven Summit Treks"
"7414","MANA11107","MANA","Manaslu",2011,"Spring",NA,2011-05-11,NA,"Success (main peak)",8163,3,2,1,1,FALSE,"Khumbu Shangri-La Nepal"
"7415","MANA11316","MANA","Manaslu",2011,"Autumn",2011-09-18,2011-10-04,2011-10-07,"Success (main peak)",8163,1,0,0,0,FALSE,"Sherpa Adventure Travel"
"7416","NUPT11301","NUPT","Nuptse",2011,"Autumn",2011-10-31,2011-11-07,2011-11-08,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5920,1,0,0,0,FALSE,"Cho Oyu Trekking"
"7417","PANB11301","PANB","Panbari",2011,"Autumn",2011-10-10,2011-10-27,2011-10-29,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6767,9,0,0,0,FALSE,NA
"7418","PANG11301","PANG","Pangbuk Ri",2011,"Autumn",2011-10-28,2011-11-11,NA,"Success (main peak)",6625,2,0,0,0,FALSE,"Climb High Himalaya"
"7419","PATR11301","PATR","Patrasi Himal",2011,"Autumn",2011-11-20,2011-11-25,2011-11-28,"Did not attempt climb",6036,7,0,0,0,FALSE,NA
"7420","ROMA11201","ROMA","Roma",2011,"Summer",2011-04-14,2011-04-16,2011-04-17,"Did not attempt climb",3800,2,0,1,0,FALSE,"Cosmo Treks"
"7421","THUL11101","THUL","Thulagi",2011,"Spring",NA,2011-05-08,NA,"Accident (death or serious injury)",7000,4,2,0,0,FALSE,"Solukhumbu Treks"
"7422","EVER11175","EVER","Everest",2011,"Spring",NA,2011-05-20,NA,"Success (main peak)",8850,1,0,3,0,TRUE,NA
"7423","AMAD09353","AMAD","Ama Dablam",2009,"Autumn",2009-10-20,2009-11-03,2009-11-04,"Success (main peak)",6814,2,0,2,0,FALSE,"Khumbu Shangri-La Nepal"
"7424","EVER11186","EVER","Everest",2011,"Spring",2011-04-29,2011-05-21,NA,"Success (main peak)",8850,2,0,2,0,TRUE,"Himalayan Trailblazer"
"7425","AMAD11318","AMAD","Ama Dablam",2011,"Autumn",2011-11-02,2011-11-05,NA,"Success (main peak)",6814,3,0,0,0,FALSE,"Langtang Ri Trekkng"
"7426","GYAJ11101","GYAJ","Gyajikang",2011,"Spring",2011-05-06,2011-05-15,2011-05-18,"Bad weather (storms, high winds)",6850,2,0,2,0,FALSE,"Thamserku Trekking"
"7427","AMAD10341","AMAD","Ama Dablam",2010,"Autumn",NA,NA,NA,"Bad weather (storms, high winds)",6100,1,0,0,0,FALSE,NA
"7428","MANA11317","MANA","Manaslu",2011,"Autumn",2011-09-10,2011-10-05,2011-10-08,"Success (main peak)",8163,11,0,7,0,TRUE,"High Altitude Dreams"
"7429","LHOT11115","LHOT","Lhotse",2011,"Spring",2011-04-14,2011-05-19,2011-05-21,"Success (main peak)",8516,1,0,0,0,FALSE,"Prestige Adventure"
"7430","EVER11192","EVER","Everest",2011,"Spring",2011-04-08,2011-05-12,2011-05-15,"Bad weather (storms, high winds)",8750,2,0,3,0,TRUE,"Himalayan Guides"
"7431","EVER11193","EVER","Everest",2011,"Spring",2011-04-11,2011-05-13,NA,"Route technically too difficult, lack of experience, strength, or motivation",7950,1,0,1,0,TRUE,"Himalayan Guides"
"7432","EVER11194","EVER","Everest",2011,"Spring",2011-05-04,2011-05-19,2011-05-22,"Success (main peak)",8850,1,0,2,0,TRUE,"Churen Himal Treks"
"7433","EVER09180","EVER","Everest",2009,"Spring",2009-04-01,2009-05-22,2009-05-27,"Success (main peak)",8850,2,0,2,0,TRUE,"Churen Himal Treks"
"7434","MANA11108","MANA","Manaslu",2011,"Spring",2011-04-09,2011-04-29,NA,"Success (main peak)",8163,3,0,4,0,TRUE,"Peak XV Treks"
"7435","TKPO10301","TKPO","Tengkangpoche",2010,"Autumn",NA,NA,NA,"Accident (death or serious injury)",NA,2,2,0,0,FALSE,"Asian Trekking?"
"7436","BAMO10301","BAMO","Bamongo",2010,"Autumn",2010-10-08,2010-10-14,2010-10-15,"Lack (or loss) of supplies or equipment",5900,2,0,1,0,FALSE,"Numbur Himal Treks"
"7437","AMAD11319","AMAD","Ama Dablam",2011,"Autumn",2011-10-29,2011-11-04,2011-11-06,"Success (main peak)",6814,8,0,3,0,FALSE,"Beyul Adventure"
"7438","AMAD11320","AMAD","Ama Dablam",2011,"Autumn",2011-10-30,2011-11-06,2011-11-09,"Success (main peak)",6814,2,0,2,0,FALSE,"Arun Treks"
"7439","AMAD11321","AMAD","Ama Dablam",2011,"Autumn",2011-10-30,2011-11-12,2011-11-16,"Success (main peak)",6814,4,0,6,0,FALSE,"Arun Treks (Jamling)"
"7440","AMAD11322","AMAD","Ama Dablam",2011,"Autumn",2011-11-03,2011-11-11,2011-11-19,"Success (main peak)",6814,3,0,3,0,FALSE,"Dawa Sherpa"
"7441","AMAD11323","AMAD","Ama Dablam",2011,"Autumn",2011-10-04,2011-10-07,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5700,2,0,0,0,FALSE,"Sherpa Shangri-La Trekking"
"7442","AMAD12101","AMAD","Ama Dablam",2012,"Spring",2012-03-25,2012-03-27,2012-03-29,"Success (main peak)",6814,2,0,0,0,FALSE,"Royal Orchid Treks"
"7443","ANN111301","ANN1","Annapurna I",2011,"Autumn",2011-09-08,2011-09-20,2011-09-27,"Illness, AMS, exhaustion, or frostbite",6000,3,0,0,0,FALSE,"Sherpa & Swiss Adventures"
"7444","ANN111302","ANN1","Annapurna I",2011,"Autumn",2011-10-03,2011-10-18,2011-10-30,"Accident (death or serious injury)",6300,7,3,0,0,FALSE,"NE-KO Treks"
"7445","ANN111303","ANN1","Annapurna I",2011,"Autumn",2011-09-03,2011-09-18,2011-09-20,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5000,4,0,2,0,FALSE,"Cosmo Treks"
"7446","ANN112101","ANN1","Annapurna I",2012,"Spring",2012-03-29,2012-04-18,2012-05-05,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400,1,0,1,0,FALSE,"Seven Summit Treks"
"7447","ANN112102","ANN1","Annapurna I",2012,"Spring",2012-04-09,2012-04-20,2012-04-24,"Success (main peak)",8091,2,0,1,0,TRUE,"Loben Expeditions"
"7448","ANN112103","ANN1","Annapurna I",2012,"Spring",2012-04-18,2012-05-06,2012-05-09,"Illness, AMS, exhaustion, or frostbite",7500,3,1,0,0,FALSE,"Seven Summit Treks"
"7449","ANN411301","ANN4","Annapurna IV",2011,"Autumn",2011-10-13,2011-10-16,2011-10-27,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6200,10,0,2,0,FALSE,"Asian Trekking"
"7450","ARNK11301","ARNK","Arniko Chuli",2011,"Autumn",2011-10-11,2011-10-11,2011-10-12,"Did not attempt climb",5500,17,0,0,0,FALSE,"Explore Himalaya"
"7451","BARU12101","BARU","Baruntse",2012,"Spring",2012-04-15,2012-04-28,2012-05-01,"Route technically too difficult, lack of experience, strength, or motivation",6900,5,0,4,0,FALSE,"Mountain Experience"
"7452","CHOY11337","CHOY","Cho Oyu",2011,"Autumn",2011-09-02,2011-09-30,2011-10-04,"Success (main peak)",8188,2,0,2,0,FALSE,"Thamserku Trekking"
"7453","CHOY11309","CHOY","Cho Oyu",2011,"Autumn",NA,2011-10-01,NA,"Bad weather (storms, high winds)",7685,2,0,0,0,FALSE,"Prestige Adventure"
"7454","CHOY11338","CHOY","Cho Oyu",2011,"Autumn",NA,NA,NA,"Unknown",NA,2,0,0,0,FALSE,"World Records Expeditions"
"7455","CHOY11312","CHOY","Cho Oyu",2011,"Autumn",2011-09-07,2011-09-30,NA,"Lack (or loss) of supplies or equipment",7800,10,0,3,0,TRUE,"Himalayan Ascent"
"7456","CHOY11339","CHOY","Cho Oyu",2011,"Autumn",2011-09-08,2011-10-03,2011-10-06,"Success (main peak)",8188,6,0,3,0,TRUE,"Adventure Zambuling Treks"
"7457","CHOY11315","CHOY","Cho Oyu",2011,"Autumn",NA,2011-09-23,NA,"Accident (death or serious injury)",6900,2,1,0,0,FALSE,"Asian Trekking"
"7458","CHOY11316","CHOY","Cho Oyu",2011,"Autumn",2011-09-16,2011-10-07,2011-10-11,"Success (main peak)",8188,7,0,1,0,FALSE,"Sherpa Adventure Travel"
"7459","CHOY11318","CHOY","Cho Oyu",2011,"Autumn",2011-09-15,2011-10-01,2011-10-06,"Success (main peak)",8188,2,0,0,0,FALSE,"Snowy Horizon Treks"
"7460","CHOY11319","CHOY","Cho Oyu",2011,"Autumn",2011-09-10,2011-10-01,2011-10-06,"Success (main peak)",8188,1,0,1,0,TRUE,"Snowy Horizon Treks"
"7461","CHOY11340","CHOY","Cho Oyu",2011,"Autumn",NA,NA,NA,"Illness, AMS, exhaustion, or frostbite",7100,1,0,1,0,FALSE,"Asian Trekking"
"7462","CHOY11321","CHOY","Cho Oyu",2011,"Autumn",2011-09-04,2011-09-30,2011-10-03,"Lack (or loss) of supplies or equipment",7800,9,0,5,0,TRUE,"Himalayan Guides"
"7463","CHOY11322","CHOY","Cho Oyu",2011,"Autumn",2011-09-03,2011-09-30,2011-10-04,"Bad weather (storms, high winds)",7700,13,0,3,0,FALSE,"Thamserku Trekking"
"7464","CHOY11323","CHOY","Cho Oyu",2011,"Autumn",2011-09-06,2011-10-04,2011-10-06,"Success (main peak)",8188,5,0,2,0,TRUE,"Sherpa Shangri-La Trekking"
"7465","CHOY11324","CHOY","Cho Oyu",2011,"Autumn",2011-09-21,2011-10-02,2011-10-05,"Success (main peak)",8188,2,0,3,0,TRUE,"Mountain Tribes Trekking"
"7466","CHOY11325","CHOY","Cho Oyu",2011,"Autumn",NA,NA,NA,"Bad weather (storms, high winds)",7300,6,0,3,0,FALSE,"Himalayan Ascent"
"7467","CHOY11326","CHOY","Cho Oyu",2011,"Autumn",2011-09-08,2011-10-01,2011-10-04,"Success (main peak)",8188,18,0,5,0,FALSE,"Active Holiday Nepal Treks"
"7468","CHOY11327","CHOY","Cho Oyu",2011,"Autumn",2011-09-07,NA,NA,"Accident (death or serious injury)",6400,1,1,0,0,FALSE,"Eco-Friendly Treks (Monterosa permit)"
"7469","CHOY11317","CHOY","Cho Oyu",2011,"Autumn",2011-09-17,2011-10-07,2011-10-11,"Success (main peak)",8188,4,0,0,0,FALSE,"Sherpa Adventure Travel"
"7470","DHA112101","DHA1","Dhaulagiri I",2012,"Spring",2012-04-15,2012-05-10,2012-05-16,"Bad weather (storms, high winds)",7000,3,0,0,0,FALSE,"Thamserku Trekking"
"7471","DHA112102","DHA1","Dhaulagiri I",2012,"Spring",2012-04-10,2012-05-18,2012-05-21,"Success (main peak)",8167,3,0,0,0,FALSE,"Prestige Adventure"
"7472","EVER11301","EVER","Everest",2011,"Autumn",2011-09-11,2011-10-06,2011-10-08,"Bad weather (storms, high winds)",7700,1,0,1,0,FALSE,"Bochi Bochi Treks (Asian Trekking permit)"
"7473","EVER11302","EVER","Everest",2011,"Autumn",2011-09-06,2011-10-06,2011-10-09,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7300,2,0,3,0,FALSE,"Asian Trekking"
"7474","EVER12119","EVER","Everest",2012,"Spring",2012-04-17,2012-04-28,2012-05-05,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400,3,0,3,0,FALSE,"Happy Feet Mountaineers"
"7475","EVER12104","EVER","Everest",2012,"Spring",2012-04-07,2012-05-12,2012-05-16,"Illness, AMS, exhaustion, or frostbite",7350,1,0,0,0,FALSE,"Prestige Adventure"
"7476","EVER12108","EVER","Everest",2012,"Spring",2012-04-14,2012-05-19,2012-05-22,"Success (main peak)",8850,2,0,1,0,TRUE,"Royal Orchid Treks"
"7477","EVER12105","EVER","Everest",2012,"Spring",2012-04-23,2012-05-19,2012-05-24,"Success (main peak)",8850,1,0,1,0,TRUE,"Rolwaling Excursion"
"7478","EVER12106","EVER","Everest",2012,"Spring",2012-04-07,2012-05-19,2012-05-22,"Success (main peak)",8850,3,0,3,0,TRUE,"Mountain Treks"
"7479","EVER12107","EVER","Everest",2012,"Spring",2012-05-01,2012-05-18,2012-05-20,"Success (main peak)",8850,2,0,1,0,FALSE,"Royal Orchid Treks"
"7480","EVER12109","EVER","Everest",2012,"Spring",2012-04-19,2012-05-19,2012-05-21,"Success (main peak)",8850,1,0,1,0,TRUE,"Thamserku Trekking"
"7481","EVER12110","EVER","Everest",2012,"Spring",2012-04-12,2012-05-19,2012-05-22,"Success (main peak)",8850,6,0,9,0,TRUE,"Himalayan Guides"
"7482","EVER12111","EVER","Everest",2012,"Spring",2012-04-11,2012-05-19,2012-05-22,"Success (main peak)",8850,2,0,1,0,TRUE,"Seven Summit Treks"
"7483","EVER12112","EVER","Everest",2012,"Spring",2012-04-15,2012-05-25,2012-05-30,"Success (main peak)",8850,6,0,7,0,TRUE,"High Altitude Dreams"
"7484","EVER12113","EVER","Everest",2012,"Spring",2012-04-19,2012-05-19,2012-05-22,"Success (main peak)",8850,2,0,0,0,FALSE,"Dendi Sherpa"
